id,value,nok,ffiak,wage_dif,mean_wage_fem,mean_wage_male,noi_honap,ffi_honap,gender_dom,relevant_wagedif_norm,wage_sign,wagegap,wagegap_wlimit,wagegap2,wagegap_controlled,wagegap_controlled_wlimit,tenure_dif,manag_av
40.48,46,,,,,,,,,,,,,,,,,
40.48.15,13,,,,,,,,,,,,,,,,,
40.48.34,8,,,,,,,,,,,,,,,,,
40.48.34.15,7,,,,,,,,,,,,,,,,,
40.48.40,12,,,,,,,,,,,,,,,,,
40.48.40.15,6,,,,,,,,,,,,,,,,,
41,21,,,,,,,,,,,,,,,,,
41.15,4,,,,,,,,,,,,,,,,,
41.48,6,,,,,,,,,,,,,,,,,
41.48.15,4,,,,,,,,,,,,,,,,,
42,129,,,,,,,,,,,,,,,,,
42.15,43,,,,,,,,,,,,,,,,,
42.16,4,,,,,,,,,,,,,,,,,
42.16.15,4,,,,,,,,,,,,,,,,,
42.24,10,,,,,,,,,,,,,,,,,
42.24.15,5,,,,,,,,,,,,,,,,,
42.34,8,,,,,,,,,,,,,,,,,
42.34.15,6,,,,,,,,,,,,,,,,,
42.35,4,,,,,,,,,,,,,,,,,
42.40,12,,,,,,,,,,,,,,,,,
42.40.15,4,,,,,,,,,,,,,,,,,
42.40.42,4,,,,,,,,,,,,,,,,,
42.44,10,,,,,,,,,,,,,,,,,
42.45,7,,,,,,,,,,,,,,,,,
42.45.15,4,,,,,,,,,,,,,,,,,
42.48,34,,,,,,,,,,,,,,,,,
42.48.15,11,,,,,,,,,,,,,,,,,
42.48.34,4,,,,,,,,,,,,,,,,,
42.48.42,9,,,,,,,,,,,,,,,,,
42.48.47,4,,,,,,,,,,,,,,,,,
42.50,6,,,,,,,,,,,,,,,,,
42.50.42,4,,,,,,,,,,,,,,,,,
43,33,,,,,,,,,,,,,,,,,
43.15,10,,,,,,,,,,,,,,,,,
43.42,4,,,,,,,,,,,,,,,,,
43.48,8,,,,,,,,,,,,,,,,,
43.48.15,4,,,,,,,,,,,,,,,,,
44,256,,,,,,,,,,,,,,,,,
44.15,47,,,,,,,,,,,,,,,,,
44.16,8,,,,,,,,,,,,,,,,,
44.16.15,7,,,,,,,,,,,,,,,,,
44.17,4,,,,,,,,,,,,,,,,,
44.24,15,,,,,,,,,,,,,,,,,
44.24.15,8,,,,,,,,,,,,,,,,,
44.29,8,,,,,,,,,,,,,,,,,
44.29.15,4,,,,,,,,,,,,,,,,,
44.31,8,,,,,,,,,,,,,,,,,
44.31.15,5,,,,,,,,,,,,,,,,,
44.32,5,,,,,,,,,,,,,,,,,
44.33,5,,,,,,,,,,,,,,,,,
44.34,40,,,,,,,,,,,,,,,,,
44.34.15,17,,,,,,,,,,,,,,,,,
44.34.48,8,,,,,,,,,,,,,,,,,
44.35,11,,,,,,,,,,,,,,,,,
44.35.34,4,,,,,,,,,,,,,,,,,
44.38,4,,,,,,,,,,,,,,,,,
44.39,4,,,,,,,,,,,,,,,,,
44.40,17,,,,,,,,,,,,,,,,,
44.42,4,,,,,,,,,,,,,,,,,
44.45,31,,,,,,,,,,,,,,,,,
44.45.15,5,,,,,,,,,,,,,,,,,
44.45.34,4,,,,,,,,,,,,,,,,,
44.45.44,8,,,,,,,,,,,,,,,,,
44.45.48,4,,,,,,,,,,,,,,,,,
44.47,6,,,,,,,,,,,,,,,,,
44.48,56,,,,,,,,,,,,,,,,,
44.48.15,24,,,,,,,,,,,,,,,,,
44.48.24,4,,,,,,,,,,,,,,,,,
44.48.34,8,,,,,,,,,,,,,,,,,
44.48.34.15,4,,,,,,,,,,,,,,,,,
44.48.44,8,,,,,,,,,,,,,,,,,
44.48.45,5,,,,,,,,,,,,,,,,,
45,248,,,,,,,,,,,,,,,,,
45.14,4,,,,,,,,,,,,,,,,,
45.15,56,,,,,,,,,,,,,,,,,
45.24,8,,,,,,,,,,,,,,,,,
45.29,6,,,,,,,,,,,,,,,,,
45.33,11,,,,,,,,,,,,,,,,,
45.33.15,4,,,,,,,,,,,,,,,,,
45.34,59,,,,,,,,,,,,,,,,,
45.34.15,25,,,,,,,,,,,,,,,,,
45.34.29,4,,,,,,,,,,,,,,,,,
45.34.45,4,,,,,,,,,,,,,,,,,
45.34.48,16,,,,,,,,,,,,,,,,,
45.34.48.15,6,,,,,,,,,,,,,,,,,
45.34.48.34,6,,,,,,,,,,,,,,,,,
45.34.48.34.15,5,,,,,,,,,,,,,,,,,
45.35,4,,,,,,,,,,,,,,,,,
45.38,4,,,,,,,,,,,,,,,,,
45.40,13,,,,,,,,,,,,,,,,,
45.44,27,,,,,,,,,,,,,,,,,
45.44.45,4,,,,,,,,,,,,,,,,,
45.44.48,6,,,,,,,,,,,,,,,,,
45.47,4,,,,,,,,,,,,,,,,,
45.48,63,,,,,,,,,,,,,,,,,
45.48.15,20,,,,,,,,,,,,,,,,,
45.48.29,5,,,,,,,,,,,,,,,,,
45.48.29.15,5,,,,,,,,,,,,,,,,,
45.48.34,12,,,,,,,,,,,,,,,,,
45.48.34.15,6,,,,,,,,,,,,,,,,,
45.48.44,4,,,,,,,,,,,,,,,,,
45.48.45,7,,,,,,,,,,,,,,,,,
45.48.45.48,4,,,,,,,,,,,,,,,,,
46,54,,,,,,,,,,,,,,,,,
46.15,16,,,,,,,,,,,,,,,,,
46.24,4,,,,,,,,,,,,,,,,,
46.34,7,,,,,,,,,,,,,,,,,
46.34.15,5,,,,,,,,,,,,,,,,,
46.44,4,,,,,,,,,,,,,,,,,
46.48,15,,,,,,,,,,,,,,,,,
47,139,,,,,,,,,,,,,,,,,
47.15,64,,,,,,,,,,,,,,,,,
47.24,6,,,,,,,,,,,,,,,,,
47.29,8,,,,,,,,,,,,,,,,,
47.29.15,5,,,,,,,,,,,,,,,,,
47.34,14,,,,,,,,,,,,,,,,,
47.34.15,8,,,,,,,,,,,,,,,,,
47.44,4,,,,,,,,,,,,,,,,,
47.48,30,,,,,,,,,,,,,,,,,
47.48.15,11,,,,,,,,,,,,,,,,,
47.48.47,8,,,,,,,,,,,,,,,,,
47.48.47.15,5,,,,,,,,,,,,,,,,,
47.50,7,,,,,,,,,,,,,,,,,
48,1493,,,,,,,,,,,,,,,,,
48.14,32,,,,,,,,,,,,,,,,,
48.15,554,,,,,,,,,,,,,,,,,
48.16,12,,,,,,,,,,,,,,,,,
48.16.15,8,,,,,,,,,,,,,,,,,
48.17,14,,,,,,,,,,,,,,,,,
48.17.15,6,,,,,,,,,,,,,,,,,
48.17.24,5,,,,,,,,,,,,,,,,,
48.21,11,,,,,,,,,,,,,,,,,
48.21.15,4,,,,,,,,,,,,,,,,,
48.22,5,,,,,,,,,,,,,,,,,
48.24,42,,,,,,,,,,,,,,,,,
48.24.15,15,,,,,,,,,,,,,,,,,
48.24.17,6,,,,,,,,,,,,,,,,,
48.24.17.15,4,,,,,,,,,,,,,,,,,
48.24.48,7,,,,,,,,,,,,,,,,,
48.24.48.15,5,,,,,,,,,,,,,,,,,
48.26,4,,,,,,,,,,,,,,,,,
48.29,97,,,,,,,,,,,,,,,,,
48.29.15,61,,,,,,,,,,,,,,,,,
48.29.32,6,,,,,,,,,,,,,,,,,
48.29.33,6,,,,,,,,,,,,,,,,,
48.29.34,4,,,,,,,,,,,,,,,,,
48.29.48,9,,,,,,,,,,,,,,,,,
48.29.48.15,4,,,,,,,,,,,,,,,,,
48.31,17,,,,,,,,,,,,,,,,,
48.31.15,4,,,,,,,,,,,,,,,,,
48.32,42,,,,,,,,,,,,,,,,,
48.32.15,13,,,,,,,,,,,,,,,,,
48.32.29,4,,,,,,,,,,,,,,,,,
48.32.33,4,,,,,,,,,,,,,,,,,
48.32.34,4,,,,,,,,,,,,,,,,,
48.33,75,,,,,,,,,,,,,,,,,
48.33.15,24,,,,,,,,,,,,,,,,,
48.33.29,6,,,,,,,,,,,,,,,,,
48.33.34,26,,,,,,,,,,,,,,,,,
48.33.34.15,13,,,,,,,,,,,,,,,,,
48.33.34.33,5,,,,,,,,,,,,,,,,,
48.33.34.48,4,,,,,,,,,,,,,,,,,
48.33.48,6,,,,,,,,,,,,,,,,,
48.34,432,,,,,,,,,,,,,,,,,
48.34.15,272,,,,,,,,,,,,,,,,,
48.34.16,6,,,,,,,,,,,,,,,,,
48.34.16.15,5,,,,,,,,,,,,,,,,,
48.34.29,28,,,,,,,,,,,,,,,,,
48.34.29.15,11,,,,,,,,,,,,,,,,,
48.34.29.34,9,,,,,,,,,,,,,,,,,
48.34.29.34.15,7,,,,,,,,,,,,,,,,,
48.34.29.48,4,,,,,,,,,,,,,,,,,
48.34.32,9,,,,,,,,,,,,,,,,,
48.34.33,19,,,,,,,,,,,,,,,,,
48.34.33.15,5,,,,,,,,,,,,,,,,,
48.34.33.34,9,,,,,,,,,,,,,,,,,
48.34.33.34.15,7,,,,,,,,,,,,,,,,,
48.34.35,5,,,,,,,,,,,,,,,,,
48.34.40,4,,,,,,,,,,,,,,,,,
48.34.44,4,,,,,,,,,,,,,,,,,
48.34.48,87,,,,,,,,,,,,,,,,,
48.34.48.15,34,,,,,,,,,,,,,,,,,
48.34.48.33,5,,,,,,,,,,,,,,,,,
48.34.48.34,38,,,,,,,,,,,,,,,,,
48.34.48.34.15,26,,,,,,,,,,,,,,,,,
48.34.48.34.48,12,,,,,,,,,,,,,,,,,
48.34.48.34.48.15,6,,,,,,,,,,,,,,,,,
48.34.48.34.48.34,5,,,,,,,,,,,,,,,,,
48.34.48.34.48.34.15,4,,,,,,,,,,,,,,,,,
48.34.50,11,,,,,,,,,,,,,,,,,
48.34.50.34,6,,,,,,,,,,,,,,,,,
48.35,49,,,,,,,,,,,,,,,,,
48.35.15,18,,,,,,,,,,,,,,,,,
48.35.34,4,,,,,,,,,,,,,,,,,
48.35.34.15,4,,,,,,,,,,,,,,,,,
48.35.48,12,,,,,,,,,,,,,,,,,
48.35.48.15,6,,,,,,,,,,,,,,,,,
48.35.48.35,4,,,,,,,,,,,,,,,,,
48.36,13,,,,,,,,,,,,,,,,,
48.36.15,4,,,,,,,,,,,,,,,,,
48.38,18,,,,,,,,,,,,,,,,,
48.38.15,4,,,,,,,,,,,,,,,,,
48.38.48,4,,,,,,,,,,,,,,,,,
48.39,15,,,,,,,,,,,,,,,,,
48.39.34,4,,,,,,,,,,,,,,,,,
48.39.48,8,,,,,,,,,,,,,,,,,
48.39.48.15,4,,,,,,,,,,,,,,,,,
48.40,40,,,,,,,,,,,,,,,,,
48.40.15,10,,,,,,,,,,,,,,,,,
48.40.24,4,,,,,,,,,,,,,,,,,
48.40.34,4,,,,,,,,,,,,,,,,,
48.40.45,5,,,,,,,,,,,,,,,,,
48.40.48,11,,,,,,,,,,,,,,,,,
48.40.48.15,4,,,,,,,,,,,,,,,,,
48.40.48.40,5,,,,,,,,,,,,,,,,,
48.41,4,,,,,,,,,,,,,,,,,
48.42,29,,,,,,,,,,,,,,,,,
48.42.15,8,,,,,,,,,,,,,,,,,
48.42.48,8,,,,,,,,,,,,,,,,,
48.43,10,,,,,,,,,,,,,,,,,
48.43.15,4,,,,,,,,,,,,,,,,,
48.44,47,,,,,,,,,,,,,,,,,
48.44.15,12,,,,,,,,,,,,,,,,,
48.44.34,7,,,,,,,,,,,,,,,,,
48.44.45,5,,,,,,,,,,,,,,,,,
48.44.48,12,,,,,,,,,,,,,,,,,
48.45,54,,,,,,,,,,,,,,,,,
48.45.15,13,,,,,,,,,,,,,,,,,
48.45.34,9,,,,,,,,,,,,,,,,,
48.45.34.48,4,,,,,,,,,,,,,,,,,
48.45.40,4,,,,,,,,,,,,,,,,,
48.45.44,6,,,,,,,,,,,,,,,,,
48.45.48,16,,,,,,,,,,,,,,,,,
48.45.48.15,5,,,,,,,,,,,,,,,,,
48.46,16,,,,,,,,,,,,,,,,,
48.46.48,9,,,,,,,,,,,,,,,,,
48.47,50,,,,,,,,,,,,,,,,,
48.47.15,23,,,,,,,,,,,,,,,,,
48.47.29,5,,,,,,,,,,,,,,,,,
48.47.29.15,4,,,,,,,,,,,,,,,,,
48.47.34,7,,,,,,,,,,,,,,,,,
48.47.34.15,4,,,,,,,,,,,,,,,,,
48.47.48,12,,,,,,,,,,,,,,,,,
48.47.48.47,4,,,,,,,,,,,,,,,,,
48.50,29,,,,,,,,,,,,,,,,,
48.50.15,11,,,,,,,,,,,,,,,,,
48.50.34,5,,,,,,,,,,,,,,,,,
48.50.34.15,4,,,,,,,,,,,,,,,,,
48.50.48,10,,,,,,,,,,,,,,,,,
48.50.48.15,6,,,,,,,,,,,,,,,,,
50,184,,,,,,,,,,,,,,,,,
50.15,57,,,,,,,,,,,,,,,,,
50.21,7,,,,,,,,,,,,,,,,,
50.21.15,5,,,,,,,,,,,,,,,,,
50.24,5,,,,,,,,,,,,,,,,,
50.29,16,,,,,,,,,,,,,,,,,
50.29.15,8,,,,,,,,,,,,,,,,,
50.30,4,,,,,,,,,,,,,,,,,
50.31,6,,,,,,,,,,,,,,,,,
50.32,9,,,,,,,,,,,,,,,,,
50.33,9,,,,,,,,,,,,,,,,,
50.34,33,,,,,,,,,,,,,,,,,
50.34.15,20,,,,,,,,,,,,,,,,,
50.34.48,4,,,,,,,,,,,,,,,,,
50.35,9,,,,,,,,,,,,,,,,,
50.35.15,4,,,,,,,,,,,,,,,,,
50.42,5,,,,,,,,,,,,,,,,,
50.45,4,,,,,,,,,,,,,,,,,
50.48,25,,,,,,,,,,,,,,,,,
50.48.15,11,,,,,,,,,,,,,,,,,
50.48.34,4,,,,,,,,,,,,,,,,,
50.48.50,6,,,,,,,,,,,,,,,,,
